no,time:timestamp,name,TOC,activity,Priority_Code,case_id,DeviceType,Device,event_message
45981,2017-05-01 05:30:36.000,ML,TMS,TOCPB,4,Substation655,BLKCAR,Device362,Substation655 BLKCAR Device362 CHECKBACK TEST IN PROGRESS CHG-DET
45988,2017-05-01 05:30:40.000,ML,TMS,TOCPB,4,Substation655,BLKCAR,Device362,Substation655 BLKCAR Device362 CHECKBACK TEST NORMAL CHG-DET
46474,2017-05-01 05:33:38.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED TRIP ENABLED CHG-DET
46481,2017-05-01 05:33:39.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
46484,2017-05-01 05:33:41.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
46487,2017-05-01 05:33:41.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
46496,2017-05-01 05:33:43.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
46497,2017-05-01 05:33:44.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
46502,2017-05-01 05:33:46.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
46766,2017-05-01 05:35:33.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
47707,2017-05-01 05:42:11.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
47828,2017-05-01 05:43:12.000,ML,TMS,TOCLF,4,Substation298,ACB,13065,Substation298 ACB 13065 MINOR NORMAL CHG-DET
48034,2017-05-01 05:44:46.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
49302,2017-05-01 05:54:02.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
49407,2017-05-01 05:54:43.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
49679,2017-05-01 05:56:34.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
49775,2017-05-01 05:57:18.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
50092,2017-05-01 05:59:51.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
50095,2017-05-01 05:59:53.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
50113,2017-05-01 06:00:03.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
50114,2017-05-01 06:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
50115,2017-05-01 06:00:04.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
50121,2017-05-01 06:00:05.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
50126,2017-05-01 06:00:06.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
50127,2017-05-01 06:00:06.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
50133,2017-05-01 06:00:08.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
50277,2017-05-01 06:01:12.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
50379,2017-05-01 06:02:03.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
50380,2017-05-01 06:02:03.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
50790,2017-05-01 06:04:59.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
50885,2017-05-01 06:05:40.000,ML,TMS,TOCLC,4,Substation61,UNBLCR,L226,Substation61 UNBLCR L226 85RX LOW SIGNAL NORMAL CHG-DET
51175,2017-05-01 06:08:11.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
51527,2017-05-01 06:10:33.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
51556,2017-05-01 06:10:43.000,ML,TMS,TOCPA,4,Substation879,LN,564,Substation879 LN 564 AMPG UNBALANCED 800.0 CURRENT VALUE 800.0 AMPG HIGH LIMIT VALUE 40.2
51626,2017-05-01 06:11:13.000,ML,TMS,TOCPA,4,Substation879,LN,564,Substation879 LN 564 AMPG NORMAL 4.9 CURRENT VALUE 4.9 AMPG HIGH LIMIT VALUE 40.2
51715,2017-05-01 06:11:48.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
51798,2017-05-01 06:12:29.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
52196,2017-05-01 06:15:39.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
52450,2017-05-01 06:17:33.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
52512,2017-05-01 06:17:52.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
52761,2017-05-01 06:19:53.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
52923,2017-05-01 06:21:08.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
53085,2017-05-01 06:22:07.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 ALARM CHG-DET
53216,2017-05-01 06:22:53.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED TRIP ENABLED CHG-DET
53225,2017-05-01 06:22:55.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
54176,2017-05-01 06:30:02.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
54674,2017-05-01 06:33:40.000,ML,TMS,TOCLR,4,Substation591,XFMR,AT1_CPHASE,Substation591 XFMR AT1_CPHASE COOL FAIL STGE 2 NORMAL CHG-DET
54726,2017-05-01 06:33:58.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
55446,2017-05-01 06:38:36.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
56410,2017-05-01 06:45:08.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
57431,2017-05-01 06:52:55.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
57945,2017-05-01 06:56:29.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
58411,2017-05-01 06:59:42.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
58419,2017-05-01 06:59:44.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
58460,2017-05-01 07:00:03.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED BLOCK TRIP CHG-DET
58464,2017-05-01 07:00:03.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL LOW CHG-DET
58465,2017-05-01 07:00:03.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED TRIP ENABLED CHG-DET
58466,2017-05-01 07:00:03.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
58471,2017-05-01 07:00:03.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
58474,2017-05-01 07:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
58487,2017-05-01 07:00:04.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
58489,2017-05-01 07:00:05.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
58491,2017-05-01 07:00:05.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
58492,2017-05-01 07:00:05.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
58493,2017-05-01 07:00:06.000,ML,TMS,TOCGR,4,Substation1142,BLKCAR,Device229,Substation1142 BLKCAR Device229 SIGNAL XMIT ALARM CHG-DET
58498,2017-05-01 07:00:06.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
58506,2017-05-01 07:00:08.000,ML,TMS,TOCGR,4,Substation1142,BLKCAR,Device229,Substation1142 BLKCAR Device229 SIGNAL XMIT NORMAL CHG-DET
58508,2017-05-01 07:00:08.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
58509,2017-05-01 07:00:08.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
58518,2017-05-01 07:00:10.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
58765,2017-05-01 07:01:50.000,ML,TMS,TOCMS,4,Substation168,XFMR,230_115,Substation168 XFMR 230_115 MINOR NORMAL CHG-DET
58899,2017-05-01 07:02:58.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
58900,2017-05-01 07:02:58.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
59715,2017-05-01 07:08:01.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
59716,2017-05-01 07:08:01.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
59723,2017-05-01 07:08:03.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
59728,2017-05-01 07:08:05.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
59859,2017-05-01 07:08:58.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59876,2017-05-01 07:09:03.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59882,2017-05-01 07:09:04.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
59889,2017-05-01 07:09:07.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
59893,2017-05-01 07:09:07.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
59901,2017-05-01 07:09:10.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59902,2017-05-01 07:09:11.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
59908,2017-05-01 07:09:15.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
59911,2017-05-01 07:09:15.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
59920,2017-05-01 07:09:19.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59922,2017-05-01 07:09:19.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
59930,2017-05-01 07:09:26.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59934,2017-05-01 07:09:26.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59938,2017-05-01 07:09:30.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
59939,2017-05-01 07:09:30.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
59945,2017-05-01 07:09:31.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59947,2017-05-01 07:09:32.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
59956,2017-05-01 07:09:35.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
59957,2017-05-01 07:09:35.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED TRIP ENABLED CHG-DET
59970,2017-05-01 07:09:40.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
59971,2017-05-01 07:09:41.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
60187,2017-05-01 07:11:17.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
60883,2017-05-01 07:15:55.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
60997,2017-05-01 07:16:36.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
61006,2017-05-01 07:16:38.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
61819,2017-05-01 07:21:52.000,ML,TMS,TOCPA,4,Substation879,LN,564,Substation879 LN 564 AMPG UNBALANCED 800.0 CURRENT VALUE 800.0 AMPG HIGH LIMIT VALUE 40.2
61884,2017-05-01 07:22:21.000,ML,TMS,TOCPA,4,Substation879,LN,564,Substation879 LN 564 AMPG NORMAL 6.8 CURRENT VALUE 6.8 AMPG HIGH LIMIT VALUE 40.2
62098,2017-05-01 07:23:35.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
62101,2017-05-01 07:23:36.000,ML,TMS,TOCBY,4,Substation996,BLKCAR,Device144,Substation996 BLKCAR Device144 CHECKBACK TEST IN PROGRESS CHG-DET
62113,2017-05-01 07:23:40.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED TRIP ENABLED CHG-DET
62126,2017-05-01 07:23:44.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
62132,2017-05-01 07:23:47.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
62147,2017-05-01 07:23:52.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
62151,2017-05-01 07:23:52.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
62164,2017-05-01 07:23:57.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED TRIP ENABLED CHG-DET
62174,2017-05-01 07:24:00.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
62182,2017-05-01 07:24:04.000,ML,TMS,TOCBY,4,Substation996,BLKCAR,Device144,Substation996 BLKCAR Device144 CHECKBACK TEST NORMAL CHG-DET
62220,2017-05-01 07:24:18.000,ML,TMS,TOCWN,4,Substation1067,TTCAR,L509_SEL421,Substation1067 TTCAR L509_SEL421 CARRIER NORMAL CHG-DET
62820,2017-05-01 07:28:06.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
63462,2017-05-01 07:32:03.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
64219,2017-05-01 07:36:46.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
64222,2017-05-01 07:36:47.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
64468,2017-05-01 07:38:22.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
65080,2017-05-01 07:41:52.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
66216,2017-05-01 07:48:47.000,ML,TMS,TOCPB,4,Substation362,BLKCAR,Device778,Substation362 BLKCAR Device778 CHECKBACK TEST IN PROGRESS CHG-DET
66245,2017-05-01 07:48:56.000,ML,TMS,TOCPB,4,Substation362,BLKCAR,Device778,Substation362 BLKCAR Device778 CHECKBACK TEST IN PROGRESS CHG-DET
66257,2017-05-01 07:49:02.000,ML,TMS,TOCPB,4,Substation362,BLKCAR,Device778,Substation362 BLKCAR Device778 CHECKBACK TEST IN PROGRESS CHG-DET
66273,2017-05-01 07:49:08.000,ML,TMS,TOCPB,4,Substation362,BLKCAR,Device778,Substation362 BLKCAR Device778 CHECKBACK TEST NORMAL CHG-DET
66278,2017-05-01 07:49:10.000,ML,TMS,TOCPB,4,Substation362,BLKCAR,Device778,Substation362 BLKCAR Device778 CHECKBACK TEST IN PROGRESS CHG-DET
66286,2017-05-01 07:49:13.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
66289,2017-05-01 07:49:16.000,ML,TMS,TOCPB,4,Substation362,BLKCAR,Device778,Substation362 BLKCAR Device778 CHECKBACK TEST NORMAL CHG-DET
66293,2017-05-01 07:49:17.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
66673,2017-05-01 07:51:48.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
66990,2017-05-01 07:53:54.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
67888,2017-05-01 07:59:36.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
67893,2017-05-01 07:59:38.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
67965,2017-05-01 07:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
67966,2017-05-01 08:00:02.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
67967,2017-05-01 08:00:02.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
67972,2017-05-01 08:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
67973,2017-05-01 08:00:02.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
67976,2017-05-01 08:00:02.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
67979,2017-05-01 08:00:02.000,ML,TMS,TOCED,4,Substation78,BLKCAR,Device753,Substation78 BLKCAR Device753 SIGNAL RECEIVED TRIP ENABLED CHG-DET
67988,2017-05-01 08:00:03.000,ML,TMS,TOCLR,4,Substation723,BLKCAR,Device516,Substation723 BLKCAR Device516 SIGNAL RECEIVED TRIP ENABLED CHG-DET
67991,2017-05-01 08:00:03.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
67992,2017-05-01 08:00:04.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303 BLKCAR Device111 SIGNAL RECEIVED NORMAL CHG-DET
67993,2017-05-01 08:00:04.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED BLOCK TRIP CHG-DET
67994,2017-05-01 08:00:04.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
67995,2017-05-01 08:00:04.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
67996,2017-05-01 08:00:04.000,ML,TMS,TOCED,4,Substation78,BLKCAR,Device753,Substation78 BLKCAR Device753 SIGNAL RECEIVED NORMAL CHG-DET
67997,2017-05-01 08:00:04.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED TRIP ENABLED CHG-DET
68003,2017-05-01 08:00:05.000,ML,TMS,TOCSR,4,Substation694,BLKCAR,Device726,Substation694 BLKCAR Device726 SIGNAL RECEIVED BLOCK TRIP CHG-DET
68004,2017-05-01 08:00:05.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,SLYVNX,Substation169 BLKCAR SLYVNX SIGNAL RECEIVED NORMAL CHG-DET
68005,2017-05-01 08:00:05.000,ML,TMS,TOCSR,4,Substation1051,BLKCAR,Device292,Substation1051 BLKCAR Device292 SIGNAL RECEIVED NORMAL CHG-DET
68006,2017-05-01 08:00:05.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
68008,2017-05-01 08:00:05.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER FAILED CHG-DET
68009,2017-05-01 08:00:05.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL LOW CHG-DET
68011,2017-05-01 08:00:06.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
